,Name,Rarity,Quantity,Price,Expansion,Finish,Language,Condition
5512,GENERAL TAZRI,MYTHIC,2.0,2.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5514,HISSING QUAGMIRE,RARE,2.0,2.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5516,INVERTER OF TRUTH,MYTHIC,1.0,2.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5524,"MINA AND DENN, WILDBORN",RARE,1.0,2.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5533,SIFTER OF SKULLS,RARE,2.0,2.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5535,SPHINX OF THE FINAL WORD,MYTHIC,2.0,2.0,OATH OF THE GATEWATCH,FOIL,ENGLISH,NEAR MINT
5545,ARDENT PLEA,UNCOMMON,5.0,2.0,ALARA REBORN,NORMAL,ENGLISH,NEAR MINT
5558,"JENARA, ASURA OF WAR",MYTHIC,2.0,2.0,ALARA REBORN,NORMAL,ENGLISH,NEAR MINT
5566,MAELSTROM NEXUS,MYTHIC,4.0,2.0,ALARA REBORN,NORMAL,ENGLISH,NEAR MINT
5574,MIND FUNERAL,UNCOMMON,2.0,2.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5587,TERMINATE,COMMON,2.0,2.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5593,"UNSCYTHE, KILLER OF KINGS",RARE,4.0,2.0,ALARA REBORN,NORMAL,ENGLISH,NEAR MINT
5597,VIOLENT OUTBURST,COMMON,6.0,2.0,ALARA REBORN,NORMAL,ENGLISH,NEAR MINT
5600,WALL OF DENIAL,UNCOMMON,2.0,2.0,ALARA REBORN,FOIL,ENGLISH,NEAR MINT
5852,COLDSTEEL HEART,UNCOMMON,5.0,2.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5863,FIELD MARSHAL,RARE,3.0,2.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5867,FURY OF THE HORDE,RARE,4.0,2.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5876,HIGHLAND WEALD,UNCOMMON,2.0,2.0,COLDSNAP,FOIL,ENGLISH,NEAR MINT
5899,RIMEFEATHER OWL,RARE,4.0,2.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
5922,WALL OF SHARDS,UNCOMMON,2.0,2.0,COLDSNAP,FOIL,ENGLISH,NEAR MINT
5927,ADAPTIVE AUTOMATON,RARE,2.0,2.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5934,BLOODLORD OF VAASGOTH,MYTHIC,4.0,2.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5954,GLADECOVER SCOUT,COMMON,2.0,2.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5964,HONOR OF THE PURE,RARE,2.0,2.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5979,REVERBERATE,RARE,1.0,2.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5982,RITES OF FLOURISHING,RARE,2.0,2.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5984,ROYAL ASSASSIN,RARE,2.0,2.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5986,SMALLPOX,UNCOMMON,2.0,2.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5992,SPIRIT MANTLE,UNCOMMON,1.0,2.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
5995,SUNDIAL OF THE INFINITE,RARE,4.0,2.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
5997,SUNPETAL GROVE,RARE,6.0,2.0,M12 CORE SET,NORMAL,ENGLISH,NEAR MINT
6005,VENGEFUL PHARAOH,RARE,2.0,2.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
6021,ARCBOUND RECLAIMER,RARE,4.0,2.0,DARKSTEEL,NORMAL,ENGLISH,NEAR MINT
6023,ARCBOUND WORKER,COMMON,2.0,2.0,DARKSTEEL,FOIL,ENGLISH,NEAR MINT
6025,CHITTERING RATS,COMMON,2.0,2.0,DARKSTEEL,FOIL,ENGLISH,NEAR MINT
6040,FLAMEBREAK,RARE,2.0,2.0,DARKSTEEL,FOIL,ENGLISH,NEAR MINT
6043,GETH'S GRIMOIRE,UNCOMMON,6.0,2.0,DARKSTEEL,NORMAL,ENGLISH,NEAR MINT
6045,HEARTSEEKER,RARE,3.0,2.0,DARKSTEEL,NORMAL,ENGLISH,NEAR MINT
6046,HEARTSEEKER,RARE,2.0,2.0,DARKSTEEL,FOIL,ENGLISH,NEAR MINT
6057,NEMESIS MASK,UNCOMMON,2.0,2.0,DARKSTEEL,FOIL,ENGLISH,NEAR MINT
6095,ANGEL OF SALVATION,RARE,2.0,2.0,FUTURESIGHT,FOIL,ENGLISH,NEAR MINT
6103,BRIDGE FROM BELOW,RARE,7.0,2.0,FUTURESIGHT,NORMAL,ENGLISH,NEAR MINT
6107,COALITION RELIC,RARE,6.0,2.0,FUTURESIGHT,NORMAL,ENGLISH,NEAR MINT
6120,FORCE OF SAVAGERY,RARE,2.0,2.0,FUTURESIGHT,FOIL,ENGLISH,NEAR MINT
6128,HOMING SLIVER,COMMON,2.0,2.0,FUTURESIGHT,FOIL,ENGLISH,NEAR MINT
6132,INTERVENTION PACT,RARE,2.0,2.0,FUTURESIGHT,FOIL,ENGLISH,NEAR MINT
6147,MAGUS OF THE VINEYARD,RARE,4.0,2.0,FUTURESIGHT,NORMAL,ENGLISH,NEAR MINT
6173,SEHT'S TIGER,RARE,2.0,2.0,FUTURESIGHT,FOIL,ENGLISH,NEAR MINT
6181,STREET WRAITH,UNCOMMON,3.0,2.0,FUTURESIGHT,NORMAL,ENGLISH,NEAR MINT
6200,ARCHMAGE EMERITUS (EXTENDED ART),RARE,7.0,2.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6214,"BLEX, VEXING PEST / SEARCH FOR BLEX (EXTENDED ART)",MYTHIC,3.0,2.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6220,"CODIE, VOCIFEROUS CODEX (EXTENDED ART)",RARE,3.0,2.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6243,EXPRESSIVE ITERATION,UNCOMMON,20.0,2.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6253,GALAZETH PRISMARI,MYTHIC,10.0,2.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6263,"KASMINA, ENIGMA SAGE",MYTHIC,2.0,2.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6264,"KASMINA, ENIGMA SAGE (BORDERLESS)",MYTHIC,6.0,2.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6273,MASCOT EXHIBITION (EXTENDED ART),MYTHIC,2.0,2.0,3277 STRIXHAVEN,FOIL,ENGLISH,NEAR MINT
6278,"MILA, CRAFTY COMPANION / LUKKA, WAYWARD BONDER (BORDERLESS)",MYTHIC,1.0,2.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6280,NECROBLOSSOM SNARL (EXTENDED ART),RARE,3.0,2.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6306,SHADRIX SILVERQUILL,MYTHIC,10.0,2.0,3277 STRIXHAVEN,NORMAL,ENGLISH,NEAR MINT
6350,"CHANDRA, BOLD PYROMANCER",MYTHIC,3.0,2.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6371,JAYA BALLARD,MYTHIC,2.0,2.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6399,OATH OF TEFERI,RARE,2.0,2.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6401,PHYREXIAN SCRIPTURES,MYTHIC,2.0,2.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6405,RAT COLONY,COMMON,12.0,2.0,DOMINARIA,FOIL,ENGLISH,NEAR MINT
6492,"ALELA, ARTFUL PROVOCATEUR",MYTHIC,6.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6496,"AYARA, FIRST OF LOCTHWAIN",RARE,2.0,2.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6497,"AYARA, FIRST OF LOCTHWAIN",RARE,12.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6511,CASTLE VANTRESS,RARE,4.0,2.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6516,"CHULANE, TELLER OF TALES",MYTHIC,4.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6517,"CHULANE, TELLER OF TALES",MYTHIC,6.0,2.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6539,EXTENDED ART CLACKBRIDGE TROLL,RARE,2.0,2.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6545,EXTENDED ART ESCAPE TO THE WILDS,RARE,1.0,2.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6556,EXTENDED ART LOCHMERE SERPENT,RARE,1.0,2.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6559,EXTENDED ART MIRRORMADE,RARE,2.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6568,EXTENDED ART RETURN OF THE WILDSPEAKER,RARE,2.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6572,EXTENDED ART THE CAULDRON OF ETERNITY,MYTHIC,3.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6574,EXTENDED ART THE CIRCLE OF LOYALTY,MYTHIC,1.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6582,FABLED PASSAGE,RARE,12.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6591,GILDED GOOSE,RARE,3.0,2.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6612,"RANKLE, MASTER OF PRANKS",MYTHIC,2.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6635,THE MAGIC MIRROR,MYTHIC,12.0,2.0,THRONE OF ELDRAINE,NORMAL,ENGLISH,NEAR MINT
6638,THE ROYAL SCIONS,MYTHIC,3.0,2.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6642,WISHCLAW TALISMAN,RARE,4.0,2.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6648,BALL LIGHTNING,RARE,4.0,2.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6650,BANESLAYER ANGEL,MYTHIC,4.0,2.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6663,DRAGON'S CLAW,UNCOMMON,2.0,2.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6668,EARTHQUAKE,RARE,1.0,2.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6689,HYPNOTIC SPECTER,RARE,6.0,2.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6691,INDESTRUCTIBILITY,RARE,2.0,2.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6702,MAGEBANE ARMOR,RARE,1.0,2.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6707,MESA ENCHANTRESS,RARE,2.0,2.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6721,RAMPANT GROWTH,COMMON,4.0,2.0,M10 CORE SET,FOIL,ENGLISH,NEAR MINT
6724,ROOTBOUND CRAG,RARE,5.0,2.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6745,TRAUMATIZE,RARE,8.0,2.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6753,WHISPERSILK CLOAK,UNCOMMON,3.0,2.0,M10 CORE SET,NORMAL,ENGLISH,NEAR MINT
6759,AKROMA'S MEMORIAL,MYTHIC,8.0,2.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6760,"AKROMA, ANGEL OF FURY",MYTHIC,1.0,2.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6774,BEAST WHISPERER,S,6.0,2.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6783,CLOUD KEY,RARE,2.0,2.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6784,CLOUD KEY,RARE,12.0,2.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6798,DELAY,UNCOMMON,4.0,2.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6808,ETERNAL WITNESS,S,7.0,2.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6817,FLAGSTONES OF TROKAIR,RARE,7.0,2.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6852,MONASTERY SWIFTSPEAR,S,10.0,2.0,TIME SPIRAL REMASTERED,NORMAL,ENGLISH,NEAR MINT
6902,SIMIAN SPIRIT GUIDE,COMMON,4.0,2.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6925,"TEFERI, MAGE OF ZHALFIR",MYTHIC,2.0,2.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6934,TOLARIA WEST,RARE,4.0,2.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6946,"VENSER, SHAPER SAVANT",RARE,1.0,2.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
6964,ANGELIC ARBITER,RARE,2.0,2.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
6973,CRYSTAL BALL,UNCOMMON,3.0,2.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
6976,DAY OF JUDGMENT,RARE,2.0,2.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
6980,DRAGONSKULL SUMMIT,RARE,3.0,2.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
6996,HONOR OF THE PURE,RARE,2.0,2.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
6999,JACE BELEREN,MYTHIC,2.0,2.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
7021,MYSTIFYING MAZE,RARE,2.0,2.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
7023,OVERWHELMING STAMPEDE,RARE,2.0,2.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
7024,PLAINS (231),COMMON,4.0,2.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
7031,PROTEAN HYDRA,RARE,3.0,2.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
7036,RELENTLESS RATS,UNCOMMON,3.0,2.0,M11 CORE SET,FOIL,ENGLISH,NEAR MINT
7053,TIME REVERSAL,MYTHIC,4.0,2.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
7056,TRAUMATIZE,RARE,8.0,2.0,M11 CORE SET,NORMAL,ENGLISH,NEAR MINT
7120,CAVALIER OF GALES,MYTHIC,1.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7124,CAVALIER OF THORNS,MYTHIC,1.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7125,"CHANDRA, ACOLYTE OF FLAME",RARE,2.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7139,EMPYREAN EAGLE,UNCOMMON,2.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7154,"KETHIS, THE HIDDEN HAND",MYTHIC,3.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7156,KNIGHT OF THE EBON LEGION,RARE,4.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7159,"KYKAR, WIND'S FURY",MYTHIC,12.0,2.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7165,LEYLINE OF SANCTITY,RARE,12.0,2.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7167,LEYLINE OF THE VOID,RARE,16.0,2.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7169,LOTUS FIELD,RARE,12.0,2.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7182,ROTTING REGISAUR,RARE,2.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7185,SCHEMING SYMMETRY,RARE,8.0,2.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7186,SEASON OF GROWTH,UNCOMMON,4.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7197,STEEL OVERSEER,RARE,4.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7198,TALE'S END,RARE,2.0,2.0,CORE SET 2020,FOIL,ENGLISH,NEAR MINT
7200,THIRSTING BLOODLORD,UNCOMMON,18.0,2.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7201,TWINBLADE PALADIN,UNCOMMON,3.0,2.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7203,VAMPIRE OF THE DIRE MOON,UNCOMMON,9.0,2.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7206,"VILIS, BROKER OF BLOOD",RARE,16.0,2.0,CORE SET 2020,NORMAL,ENGLISH,NEAR MINT
7225,ICE-FANG COATL,RARE,4.0,2.0,MODERN HORIZONS 1 RETRO FRAMES,FOIL,ENGLISH,NEAR MINT
7240,TALISMAN OF HIERARCHY (RETRO FRAME) (FOIL ETCHED),UNCOMMON,3.0,2.0,MODERN HORIZONS 1 RETRO FRAMES,FOIL,ENGLISH,NEAR MINT
7291,BEAST WHISPERER,RARE,3.0,2.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7300,DAWN OF HOPE,RARE,2.0,2.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7321,LEGION WARBOSS,RARE,7.0,2.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7327,"NIV-MIZZET, PARUN",RARE,8.0,2.0,GUILDS OF RAVNICA,NORMAL,ENGLISH,NEAR MINT
7335,"RAL, CALLER OF STORMS",MYTHIC,4.0,2.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7340,RUNAWAY STEAM-KIN,RARE,4.0,2.0,GUILDS OF RAVNICA,FOIL,ENGLISH,NEAR MINT
7367,"CHANDRA, PYROMASTER",MYTHIC,3.0,2.0,M14 CORE SET,FOIL,ENGLISH,NEAR MINT
7374,DEVOUT INVOCATION,MYTHIC,2.0,2.0,M14 CORE SET,FOIL,ENGLISH,NEAR MINT
7397,RING OF THREE WISHES,MYTHIC,4.0,2.0,M14 CORE SET,NORMAL,ENGLISH,NEAR MINT
7418,TRAUMATIZE,RARE,8.0,2.0,M14 CORE SET,NORMAL,ENGLISH,NEAR MINT
7419,TRAUMATIZE,RARE,2.0,2.0,M14 CORE SET,FOIL,ENGLISH,NEAR MINT
7933,"ANOWON, THE RUIN SAGE",RARE,2.0,2.0,WORLDWAKE,NORMAL,ENGLISH,NEAR MINT
7939,BASILISK COLLAR,RARE,4.0,2.0,WORLDWAKE,NORMAL,ENGLISH,NEAR MINT
7953,DRAGONMASTER OUTCAST,MYTHIC,5.0,2.0,WORLDWAKE,NORMAL,ENGLISH,NEAR MINT
7974,LAVACLAW REACHES,RARE,2.0,2.0,WORLDWAKE,FOIL,ENGLISH,NEAR MINT
7979,NOVABLAST WURM,MYTHIC,4.0,2.0,WORLDWAKE,NORMAL,ENGLISH,NEAR MINT
7991,RICOCHET TRAP,UNCOMMON,2.0,2.0,WORLDWAKE,FOIL,ENGLISH,NEAR MINT
8006,ANGER OF THE GODS,RARE,1.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8010,AUSTERE COMMAND,RARE,2.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8014,CHANNEL,MYTHIC,2.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8032,"KEIGA, THE TIDE STAR",RARE,4.0,2.0,ICONIC MASTERS,NORMAL,ENGLISH,NEAR MINT
8036,KNIGHT OF THE RELIQUARY,RARE,2.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8040,LOTUS COBRA,RARE,6.0,2.0,ICONIC MASTERS,NORMAL,ENGLISH,NEAR MINT
8042,MAGUS OF THE MOON,RARE,6.0,2.0,ICONIC MASTERS,NORMAL,ENGLISH,NEAR MINT
8046,MINDCRANK,UNCOMMON,8.0,2.0,ICONIC MASTERS,NORMAL,ENGLISH,NEAR MINT
8052,NIMBUS MAZE,RARE,2.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8055,OBLIVION STONE,RARE,1.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8064,"RYUSEI, THE FALLING STAR",RARE,2.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8067,SCOURGE OF VALKAS,RARE,2.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8073,SWORDS TO PLOWSHARES,UNCOMMON,2.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8074,"TEFERI, MAGE OF ZHALFIR",RARE,1.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8078,THRAN DYNAMO,UNCOMMON,6.0,2.0,ICONIC MASTERS,NORMAL,ENGLISH,NEAR MINT
8080,THUNDERMAW HELLKITE,MYTHIC,4.0,2.0,ICONIC MASTERS,NORMAL,ENGLISH,NEAR MINT
8088,"YOSEI, THE MORNING STAR",RARE,2.0,2.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8705,"AJANI, THE GREATHEARTED",RARE,2.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8707,ANGRATH'S RAMPAGE,UNCOMMON,3.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8718,BOLT BEND,UNCOMMON,3.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8719,CASUALTIES OF WAR,RARE,4.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8727,DEATHSPROUT,UNCOMMON,3.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8733,DOVIN'S VETO,UNCOMMON,4.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8744,"FEATHER, THE REDEEMED",RARE,2.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8749,FINALE OF GLORY,MYTHIC,2.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8758,GOD-ETERNAL KEFNET,MYTHIC,8.0,2.0,WAR OF THE SPARK,NORMAL,ENGLISH,NEAR MINT
8764,GOD-PHARAOH'S STATUE,UNCOMMON,2.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8768,"ILHARG, THE RAZE-BOAR",MYTHIC,7.0,2.0,WAR OF THE SPARK,NORMAL,ENGLISH,NEAR MINT
8777,KARN'S BASTION,RARE,10.0,2.0,WAR OF THE SPARK,NORMAL,ENGLISH,NEAR MINT
8812,"NISSA, WHO SHAKES THE WORLD",RARE,4.0,2.0,WAR OF THE SPARK,NORMAL,ENGLISH,NEAR MINT
8819,"RAL, STORM CONDUIT",RARE,2.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8820,"ROALESK, APEX HYBRID",MYTHIC,2.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8828,SORIN VENGEFUL BLOODLORD (JPN ALTERNATE ART),RARE,4.0,2.0,WAR OF THE SPARK,NORMAL,JAPANESE,NEAR MINT
8848,"VIVIEN, CHAMPION OF THE WILDS",RARE,2.0,2.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
8859,AVATAR OF THE RESOLUTE,RARE,2.0,2.0,DRAGONS OF TARKIR,FOIL,ENGLISH,NEAR MINT
8863,DESCENT OF THE DRAGONS,MYTHIC,4.0,2.0,DRAGONS OF TARKIR,NORMAL,ENGLISH,NEAR MINT
8876,DROMOKA'S COMMAND,RARE,1.0,2.0,DRAGONS OF TARKIR,FOIL,ENGLISH,NEAR MINT
8893,SECURE THE WASTES,RARE,4.0,2.0,DRAGONS OF TARKIR,NORMAL,ENGLISH,NEAR MINT
8899,SUNSCORCH REGENT,RARE,1.0,2.0,DRAGONS OF TARKIR,FOIL,ENGLISH,NEAR MINT
8900,THUNDERBREAK REGENT,RARE,2.0,2.0,DRAGONS OF TARKIR,FOIL,ENGLISH,NEAR MINT
8933,BOROS RECKONER,RARE,2.0,2.0,MODERN MASTERS 2017,FOIL,ENGLISH,NEAR MINT
8946,DEATH'S SHADOW,RARE,6.0,2.0,MODERN MASTERS 2017,NORMAL,ENGLISH,NEAR MINT
8953,ENTREAT THE ANGELS,MYTHIC,2.0,2.0,MODERN MASTERS 2017,FOIL,ENGLISH,NEAR MINT
8986,RAKDOS SIGNET,UNCOMMON,2.0,2.0,MODERN MASTERS 2017,FOIL,ENGLISH,NEAR MINT
8990,RESTORATION ANGEL,RARE,2.0,2.0,MODERN MASTERS 2017,FOIL,ENGLISH,NEAR MINT
8995,SEASIDE CITADEL,UNCOMMON,4.0,2.0,MODERN MASTERS 2017,FOIL,ENGLISH,NEAR MINT
8999,SERUM VISIONS,UNCOMMON,2.0,2.0,MODERN MASTERS 2017,FOIL,ENGLISH,NEAR MINT
9021,"VENSER, SHAPER SAVANT",RARE,3.0,2.0,MODERN MASTERS 2017,NORMAL,ENGLISH,NEAR MINT
9026,"WORT, THE RAIDMOTHER",RARE,2.0,2.0,MODERN MASTERS 2017,FOIL,ENGLISH,NEAR MINT
9036,AURIOK STEELSHAPER,RARE,2.0,2.0,MIRRODIN,FOIL,ENGLISH,NEAR MINT
9051,CONFUSION IN THE RANKS,RARE,4.0,2.0,MIRRODIN,NORMAL,ENGLISH,NEAR MINT
9058,FATESPINNER,RARE,4.0,2.0,MIRRODIN,NORMAL,ENGLISH,NEAR MINT
9095,NIGHTMARE LASH,RARE,1.0,2.0,MIRRODIN,NORMAL,ENGLISH,NEAR MINT
9097,OBLIVION STONE,RARE,4.0,2.0,MIRRODIN,NORMAL,ENGLISH,NEAR MINT
9112,SCULPTING STEEL,RARE,4.0,2.0,MIRRODIN,NORMAL,ENGLISH,NEAR MINT
9166,BOIL,UNCOMMON,2.0,2.0,8TH EDITION,FOIL,ENGLISH,NEAR MINT
9189,FALLEN ANGEL,RARE,1.0,2.0,8TH EDITION,FOIL,ENGLISH,NEAR MINT
9214,PLANAR PORTAL,RARE,1.0,2.0,8TH EDITION,NORMAL,ENGLISH,NEAR MINT
9227,SWAMP (339),LAND,3.0,2.0,8TH EDITION,FOIL,ENGLISH,NEAR MINT
9232,TRADE ROUTES,RARE,1.0,2.0,8TH EDITION,NORMAL,ENGLISH,NEAR MINT
9245,VERNAL BLOOM,RARE,4.0,2.0,8TH EDITION,NORMAL,ENGLISH,NEAR MINT
9267,BORDERLESS ALT ART SOLEMN SIMULACRUM,RARE,6.0,2.0,CORE SET 2021,FOIL,ENGLISH,NEAR MINT
9269,BORDERLESS BASRI KET (280),MYTHIC,11.0,2.0,CORE SET 2021,NORMAL,ENGLISH,NEAR MINT
9273,"BORDERLESS GARRUK, UNLEASHED (284)",MYTHIC,6.0,2.0,CORE SET 2021,NORMAL,ENGLISH,NEAR MINT
